words,pos,stemmed,type
radicalization,noun,n,strongsubj
radically,anypos,n,strongsubj
radicals,anypos,n,strongsubj
rage,noun,n,strongsubj
rage,verb,y,strongsubj
ragged,adj,n,strongsubj
raging,adj,n,strongsubj
rail,verb,y,strongsubj
rampage,verb,y,strongsubj
rampant,adj,n,strongsubj
ramshackle,adj,n,strongsubj
rancor,noun,n,strongsubj
rank,adj,n,strongsubj
rankle,verb,y,strongsubj
rant,anypos,y,strongsubj
rant,verb,y,strongsubj
ranting,adj,n,strongsubj
rantingly,anypos,n,strongsubj
rascal,noun,n,strongsubj
rash,adj,n,strongsubj
rat,noun,n,weaksubj
rationalize,verb,y,strongsubj
rattle,verb,y,strongsubj
ravage,verb,y,strongsubj
raving,adj,n,strongsubj
reactionary,adj,n,strongsubj
rebellious,adj,n,strongsubj
rebuff,verb,y,strongsubj
rebuke,verb,y,strongsubj
recalcitrant,adj,n,strongsubj
recant,verb,y,strongsubj
recession,noun,n,weaksubj
recessionary,adj,n,weaksubj
reckless,adj,n,strongsubj
recklessly,anypos,n,strongsubj
recklessness,noun,n,strongsubj
recoil,verb,y,strongsubj
recourses,adj,n,weaksubj
recourses,noun,n,weaksubj
redundancy,noun,n,weaksubj
redundant,adj,n,weaksubj
refusal,adj,n,weaksubj
refusal,noun,n,weaksubj
refuse,verb,n,strongsubj
refutation,adj,n,strongsubj
refutation,noun,n,strongsubj
refute,verb,y,strongsubj
regress,verb,y,weaksubj
regression,noun,n,weaksubj
regressive,adj,n,weaksubj
regret,adj,n,strongsubj
regret,noun,n,strongsubj
regret,verb,y,strongsubj
regretful,anypos,n,strongsubj
regretfully,anypos,n,strongsubj
regrettable,anypos,n,strongsubj
regrettably,anypos,n,strongsubj
reject,verb,y,strongsubj
rejection,adj,n,strongsubj
rejection,noun,n,strongsubj
relapse,verb,y,weaksubj
relentless,anypos,n,strongsubj
relentlessly,anypos,n,strongsubj
relentlessness,noun,n,strongsubj
reluctance,adj,n,strongsubj
reluctance,noun,n,strongsubj
reluctant,adj,n,weaksubj
reluctantly,adverb,n,weaksubj
remorse,anypos,y,strongsubj
remorse,noun,n,strongsubj
remorseful,adj,n,strongsubj
remorseful,anypos,y,strongsubj
remorsefully,anypos,n,strongsubj
remorseless,adj,n,strongsubj
remorselessly,anypos,n,strongsubj
remorselessness,noun,n,strongsubj
renounce,verb,y,strongsubj
renunciation,noun,n,strongsubj
repel,verb,y,weaksubj
repetitive,adj,n,weaksubj
reprehensible,adj,n,strongsubj
reprehensible,anypos,y,strongsubj
reprehensibly,anypos,n,strongsubj
reprehension,noun,n,strongsubj
reprehensive,adj,n,strongsubj
repress,verb,y,weaksubj
repression,adj,n,weaksubj
repression,noun,n,weaksubj
repressive,adj,n,weaksubj
reprimand,verb,y,strongsubj
reproach,adj,n,strongsubj
reproach,noun,n,strongsubj
reproach,verb,y,strongsubj
reproachful,adj,n,strongsubj
reprove,verb,y,strongsubj
reprovingly,anypos,n,strongsubj
repudiate,verb,y,strongsubj
repudiation,adj,n,strongsubj
repudiation,noun,n,strongsubj
repugn,verb,y,strongsubj
repugnance,noun,n,strongsubj
repugnant,adj,n,strongsubj
repugnantly,anypos,n,strongsubj
repulse,verb,y,weaksubj
repulsed,anypos,n,weaksubj
repulsing,anypos,n,strongsubj
repulsive,anypos,n,strongsubj
repulsively,anypos,n,strongsubj
repulsiveness,noun,n,strongsubj
resent,verb,y,strongsubj
resentful,adj,n,strongsubj
resentment,adj,n,strongsubj
resentment,noun,n,strongsubj
reservations,adj,n,weaksubj
reservations,noun,n,weaksubj
resignation,noun,n,weaksubj
resigned,adj,n,weaksubj
resistance,adj,n,weaksubj
resistance,noun,n,weaksubj
resistant,adj,n,weaksubj
resistant,noun,n,weaksubj
restless,adj,n,weaksubj
restlessness,noun,n,weaksubj
restrict,verb,y,weaksubj
restricted,adj,n,weaksubj
restriction,noun,n,weaksubj
restrictive,adj,n,weaksubj
retaliate,verb,y,weaksubj
retaliatory,adj,n,weaksubj
retard,verb,y,weaksubj
reticent,adj,n,strongsubj
retire,verb,y,weaksubj
retract,verb,y,weaksubj
retreat,noun,n,weaksubj
retreat,verb,y,weaksubj
revenge,noun,n,strongsubj
revenge,verb,y,strongsubj
revengeful,adj,n,strongsubj
revengefully,anypos,n,strongsubj
revert,verb,y,weaksubj
revile,verb,y,strongsubj
reviled,adj,n,strongsubj
revoke,verb,y,weaksubj
revolt,verb,y,weaksubj
revolting,anypos,n,strongsubj
revoltingly,anypos,n,strongsubj
revulsion,noun,n,strongsubj
revulsive,adj,n,strongsubj
rhapsodize,verb,y,weaksubj
rhetoric,adj,n,weaksubj
rhetoric,noun,n,weaksubj
rhetorical,adj,n,strongsubj
rhetorical,noun,n,strongsubj
rid,verb,y,strongsubj
ridicule,noun,n,strongsubj
ridicule,verb,y,strongsubj
ridiculous,anypos,n,strongsubj
ridiculously,anypos,n,strongsubj
rife,adj,n,strongsubj
rift,adj,n,strongsubj
rift,noun,n,strongsubj
rifts,adj,n,strongsubj
rifts,noun,n,strongsubj
rigid,adj,n,weaksubj
rigor,noun,n,weaksubj
rigorous,adj,n,weaksubj
rile,verb,y,strongsubj
riled,anypos,n,strongsubj
risk,adj,n,weaksubj
risk,noun,n,weaksubj
risky,adj,n,weaksubj
rival,noun,n,weaksubj
rival,verb,y,weaksubj
rivalry,noun,n,weaksubj
roadblocks,adj,n,strongsubj
roadblocks,noun,n,strongsubj
rocky,adj,n,weaksubj
rogue,adj,n,strongsubj
rogue,noun,n,strongsubj
rollercoaster,adj,n,strongsubj
rollercoaster,noun,n,strongsubj
rot,noun,n,weaksubj
rot,verb,y,weaksubj
rotten,adj,n,strongsubj
rough,adj,n,weaksubj
rubbish,noun,n,strongsubj
rude,adj,n,strongsubj
rue,adj,n,strongsubj
rue,verb,y,strongsubj
ruffian,noun,n,strongsubj
ruffle,verb,y,weaksubj
ruin,adj,n,weaksubj
ruin,noun,n,weaksubj
ruin,verb,y,weaksubj
ruinous,adj,n,weaksubj
rumbling,adj,n,strongsubj
rumbling,noun,n,strongsubj
rumor,adj,n,strongsubj
rumor,noun,n,strongsubj
rumors,adj,n,strongsubj
rumors,noun,n,strongsubj
rumours,adj,n,strongsubj
rumours,noun,n,strongsubj
rumple,verb,y,strongsubj
run-down,adj,n,strongsubj
runaway,verb,n,strongsubj
rupture,noun,n,weaksubj
rupture,verb,y,weaksubj
rusty,adj,n,strongsubj
ruthless,adj,n,strongsubj
ruthlessly,anypos,n,strongsubj
ruthlessness,noun,n,strongsubj
sabotage,verb,y,strongsubj
sacrifice,adj,n,strongsubj
sacrifice,noun,n,strongsubj
sad,adj,n,strongsubj
sad,anypos,y,strongsubj
sadden,verb,y,strongsubj
sadly,anypos,n,strongsubj
sadness,noun,n,strongsubj
sag,verb,y,weaksubj
salacious,adj,n,strongsubj
sanctimonious,adj,n,strongsubj
sanctimonious,noun,n,strongsubj
sap,verb,y,strongsubj
sarcasm,noun,n,strongsubj
sarcastic,adj,n,strongsubj
sarcastically,adverb,n,strongsubj
sardonic,adj,n,strongsubj
sardonically,adverb,n,strongsubj
sass,noun,n,strongsubj
sass,verb,y,strongsubj
satirical,adj,n,strongsubj
satirize,verb,y,strongsubj
savage,adj,n,strongsubj
savage,noun,n,strongsubj
savage,verb,y,strongsubj
savaged,adj,n,strongsubj
savagely,anypos,n,strongsubj
savagery,noun,n,strongsubj
savages,noun,n,strongsubj
scandal,adj,n,weaksubj
scandal,noun,n,weaksubj
scandalize,verb,y,strongsubj
scandalized,adj,n,strongsubj
scandalous,anypos,n,strongsubj
scandalously,anypos,n,strongsubj
scandals,noun,n,strongsubj
scant,adj,n,weaksubj
scapegoat,noun,n,strongsubj
scar,noun,n,strongsubj
scar,verb,y,strongsubj
scarred,adj,n,strongsubj
scarce,adj,n,weaksubj
scarcely,anypos,n,strongsubj
scarcity,noun,n,weaksubj
scare,verb,y,strongsubj
scared,adj,n,strongsubj
scarier,adj,n,strongsubj
scariest,adj,n,strongsubj
scarily,anypos,n,strongsubj
scars,adj,n,strongsubj
scars,noun,n,strongsubj
scary,adj,n,strongsubj
scary,anypos,n,strongsubj
scathing,adj,n,strongsubj
scathingly,anypos,n,strongsubj
scheme,noun,n,weaksubj
scheme,verb,y,weaksubj
scheming,anypos,n,strongsubj
scoff,verb,y,strongsubj
scoffingly,anypos,n,strongsubj
scold,verb,y,strongsubj
scolding,noun,n,strongsubj
scoldingly,anypos,n,strongsubj
scorching,anypos,n,strongsubj
scorchingly,anypos,n,strongsubj
scorn,verb,y,strongsubj
scornful,anypos,n,strongsubj
scornfully,anypos,n,strongsubj
scoundrel,noun,n,strongsubj
scourge,noun,n,strongsubj
scowl,noun,n,strongsubj
scowl,verb,y,strongsubj
scream,verb,y,strongsubj
screech,noun,n,strongsubj
screech,verb,y,strongsubj
screw,verb,y,weaksubj
scum,noun,n,strongsubj
scummy,adj,n,strongsubj
second-class,adj,n,strongsubj
second-tier,adj,n,weaksubj
secretive,adj,n,weaksubj
secretive,noun,n,weaksubj
sedentary,adj,n,weaksubj
seedy,adj,n,strongsubj
seethe,verb,y,strongsubj
seething,adj,n,strongsubj
self-coup,adj,n,strongsubj
self-coup,noun,n,strongsubj
self-criticism,adj,n,strongsubj
self-criticism,noun,n,strongsubj
self-defeating,adj,n,weaksubj
self-destructive,adj,n,strongsubj
self-humiliation,adj,n,strongsubj
self-humiliation,noun,n,strongsubj
self-interest,adj,n,strongsubj
self-interest,noun,n,strongsubj
self-interested,anypos,n,strongsubj
self-serving,adj,n,strongsubj
self-serving,noun,n,strongsubj
selfinterested,anypos,n,strongsubj
selfish,anypos,n,strongsubj
selfishly,anypos,n,strongsubj
selfishness,noun,n,strongsubj
senile,adj,n,strongsubj
sensationalize,anypos,y,strongsubj
senseless,adj,n,strongsubj
senselessly,anypos,n,strongsubj
serious,anypos,n,strongsubj
seriously,anypos,n,strongsubj
seriousness,noun,n,strongsubj
sermonize,verb,y,strongsubj
servitude,noun,n,strongsubj
set-up,adj,n,strongsubj
set-up,noun,n,strongsubj
sever,adj,n,weaksubj
severe,adj,n,weaksubj
severe,anypos,n,strongsubj
severely,anypos,n,strongsubj
severity,noun,n,strongsubj
shabby,adj,n,strongsubj
shadow,verb,y,strongsubj
shadowy,adj,n,weaksubj
shady,adj,n,strongsubj
shake,verb,y,weaksubj
shaky,adj,n,weaksubj
shallow,adj,n,weaksubj
sham,adj,n,strongsubj
shambles,adj,n,strongsubj
shame,noun,n,strongsubj
shame,verb,y,strongsubj
shameful,adj,n,strongsubj
shameful,noun,n,strongsubj
shamefully,anypos,n,strongsubj
shamefully,noun,n,strongsubj
shamefulness,noun,n,strongsubj
shameless,adj,n,strongsubj
shamelessly,anypos,n,strongsubj
shamelessness,noun,n,strongsubj
shark,noun,n,strongsubj
sharp,adj,n,weaksubj
sharply,adverb,n,weaksubj
shatter,verb,y,strongsubj
sheer,adj,n,strongsubj
shirk,verb,y,strongsubj
shirker,anypos,n,strongsubj
shipwreck,noun,n,weaksubj
shiver,verb,y,strongsubj
shock,adj,n,strongsubj
shock,noun,n,strongsubj
shock,verb,y,strongsubj
shocking,adj,n,strongsubj
shockingly,anypos,n,strongsubj
shoddy,adj,n,strongsubj
short-lived,adj,n,weaksubj
shortage,noun,n,weaksubj
shortchange,verb,y,strongsubj
shortcoming,noun,n,strongsubj
shortcomings,noun,n,strongsubj
shortsighted,anypos,n,strongsubj
shortsightedness,anypos,n,strongsubj
showdown,adj,n,weaksubj
showdown,noun,n,weaksubj
shred,noun,n,weaksubj
shred,verb,y,weaksubj
shrew,noun,n,strongsubj
shriek,verb,y,strongsubj
shrill,adj,n,strongsubj
shrill,noun,n,strongsubj
shrilly,anypos,n,strongsubj
shrivel,verb,y,strongsubj
shroud,verb,y,strongsubj
shrouded,verb,n,strongsubj
shrug,noun,n,weaksubj
shrug,verb,y,weaksubj
shun,verb,y,strongsubj
shunned,adj,n,strongsubj
shy,adj,n,strongsubj
shyly,adverb,n,strongsubj
shyness,noun,n,strongsubj
sick,adj,n,weaksubj
sicken,verb,y,weaksubj
sickly,adverb,n,strongsubj
sickening,adj,n,strongsubj
sickening,anypos,n,strongsubj
sickeningly,anypos,n,strongsubj
sickness,noun,n,weaksubj
sidetrack,verb,y,strongsubj
sidetracked,adj,n,strongsubj
siege,noun,n,weaksubj
sillily,anypos,n,strongsubj
silly,anypos,n,strongsubj
simmer,verb,y,strongsubj
simplistic,adj,n,strongsubj
simplistic,noun,n,strongsubj
simplistically,anypos,n,strongsubj
sin,adj,n,strongsubj
sin,noun,n,strongsubj
sinful,adj,n,strongsubj
sinfully,adverb,n,strongsubj
sinister,adj,n,strongsubj
sinisterly,anypos,n,strongsubj
sinking,adj,n,weaksubj
sinking,noun,n,weaksubj
skeletons,adj,n,strongsubj
skeletons,noun,n,strongsubj
skeptical,adj,n,strongsubj
skeptical,noun,n,strongsubj
skeptically,anypos,n,strongsubj
skepticism,adj,n,strongsubj
skepticism,noun,n,strongsubj
sketchy,adj,n,weaksubj
skimpy,adj,n,weaksubj
skittish,adj,n,strongsubj
skittish,anypos,y,strongsubj
skittishly,anypos,n,strongsubj
skulk,verb,y,strongsubj
skyrocketing,adj,n,weaksubj
slack,adj,n,weaksubj
slander,noun,n,strongsubj
slander,verb,y,strongsubj
slanderer,noun,n,strongsubj
slanderous,adj,n,strongsubj
slanderously,anypos,n,strongsubj
slanders,adj,n,strongsubj
slanders,noun,n,strongsubj
slap,verb,y,strongsubj
slashing,adj,n,strongsubj
slashing,noun,n,strongsubj
slaughter,adj,n,weaksubj
slaughter,noun,n,weaksubj
slaughter,verb,y,weaksubj
slaughtered,adj,n,weaksubj
slaves,adj,n,strongsubj
slaves,noun,n,strongsubj
sleazy,adj,n,strongsubj
slight,adj,n,weaksubj
slight,noun,n,weaksubj
slight,verb,y,weaksubj
slightly,adverb,n,weaksubj
slime,noun,n,strongsubj
sloppy,adj,n,strongsubj
sloppily,adverb,n,strongsubj
sloth,noun,n,strongsubj
slothful,adj,n,strongsubj
slow,adj,n,weaksubj
slowly,adverb,n,weaksubj
slow-moving,adj,n,weaksubj
slug,noun,n,weaksubj
sluggish,adj,n,weaksubj
slump,adj,n,weaksubj
slump,noun,n,weaksubj
slur,noun,n,strongsubj
sly,adj,n,strongsubj
smack,adj,n,strongsubj
smack,noun,n,strongsubj
smash,noun,n,weaksubj
smash,verb,y,weaksubj
smear,verb,y,weaksubj
smelling,anypos,y,weaksubj
smokescreen,adj,n,strongsubj
smokescreen,noun,n,strongsubj
smolder,verb,y,strongsubj
smoldering,adj,n,strongsubj
smother,verb,y,strongsubj
smoulder,verb,y,strongsubj
smouldering,anypos,n,strongsubj
smug,adj,n,strongsubj
smugly,adverb,n,strongsubj
smut,noun,n,strongsubj
smuttier,adj,n,strongsubj
smuttiest,adj,n,strongsubj
smutty,adj,n,strongsubj
snare,noun,n,weaksubj
snarl,noun,n,weaksubj
snarl,verb,y,weaksubj
snatch,verb,y,weaksubj
sneak,noun,n,weaksubj
sneak,verb,y,weaksubj
sneakily,adverb,n,weaksubj
sneaky,adj,n,weaksubj
sneer,noun,n,strongsubj
sneer,verb,y,strongsubj
sneering,anypos,n,strongsubj
sneeringly,anypos,n,strongsubj
snub,verb,y,strongsubj
so-cal,adj,n,strongsubj
so-called,anypos,n,strongsubj
sob,verb,y,strongsubj
sober,adj,n,strongsubj
sober,verb,y,weaksubj
sobering,adj,n,strongsubj
solemn,adj,n,weaksubj
solemn,noun,n,weaksubj
somber,adj,n,strongsubj
sore,adj,n,strongsubj
sore,noun,n,strongsubj
sorely,anypos,n,strongsubj
soreness,noun,n,weaksubj
sorrow,noun,n,strongsubj
sorrow,verb,y,weaksubj
sorrowful,anypos,n,strongsubj
sorrowfully,anypos,n,strongsubj
sorry,adj,n,strongsubj
sounding,anypos,n,weaksubj
sour,adj,n,weaksubj
sourly,adj,n,weaksubj
spade,adj,n,strongsubj
spade,noun,n,strongsubj
spank,verb,y,strongsubj
spilling,adj,n,strongsubj
spilling,noun,n,strongsubj
spinster,noun,n,weaksubj
spiritless,adj,n,strongsubj
spite,noun,n,strongsubj
spiteful,adj,n,strongsubj
spitefully,anypos,n,strongsubj
spitefulness,noun,n,strongsubj
split,noun,n,weaksubj
split,verb,y,weaksubj
splitting,adj,n,weaksubj
spoil,verb,y,strongsubj
spook,verb,y,strongsubj
spookier,adj,n,strongsubj
spookiest,adj,n,strongsubj
spookily,anypos,n,strongsubj
spooky,adj,n,strongsubj
spooky,anypos,n,strongsubj
spoon-fed,anypos,n,strongsubj
spoon-feed,verb,y,strongsubj
spoonfed,anypos,n,strongsubj
sporadic,adj,n,weaksubj
spot,adj,n,weaksubj
spotty,adj,n,weaksubj
spurious,adj,n,strongsubj
spurn,verb,y,strongsubj
sputter,verb,y,strongsubj
squabble,verb,y,strongsubj
squabbling,anypos,n,strongsubj
squander,verb,y,strongsubj
squash,verb,y,strongsubj
squirm,verb,y,strongsubj
stab,verb,y,weaksubj
stagger,verb,y,weaksubj
staggering,adj,n,strongsubj
staggeringly,anypos,n,strongsubj
stagnant,adj,n,weaksubj
stagnate,verb,y,strongsubj
stagnation,noun,n,strongsubj
staid,adj,n,strongsubj
stain,verb,y,weaksubj
stake,adj,n,weaksubj
stake,noun,n,weaksubj
stale,adj,n,strongsubj
stalemate,noun,n,strongsubj
stammer,verb,y,strongsubj
stampede,adj,n,weaksubj
stampede,noun,n,weaksubj
standstill,noun,n,strongsubj
stark,adj,n,strongsubj
starkly,anypos,n,strongsubj
startle,verb,y,strongsubj
startling,anypos,n,strongsubj
startlingly,anypos,n,strongsubj
starvation,noun,n,weaksubj
starve,verb,y,weaksubj
static,adj,n,weaksubj
steal,verb,y,weaksubj
stealing,noun,n,weaksubj
steep,adj,n,weaksubj
steeply,adverb,n,weaksubj
stench,anypos,n,strongsubj
stereotype,noun,n,strongsubj
stereotypical,anypos,n,strongsubj
stereotypically,anypos,n,strongsubj
stern,adj,n,strongsubj
stern,noun,n,strongsubj
stew,verb,y,strongsubj
sticky,adj,n,weaksubj
stiff,adj,n,weaksubj
stifle,verb,y,strongsubj
stifling,anypos,n,strongsubj
stiflingly,anypos,n,strongsubj
stigma,noun,n,strongsubj
stigma,verb,y,strongsubj
stigmatize,verb,y,strongsubj
sting,adj,n,strongsubj
sting,noun,n,weaksubj
sting,verb,y,weaksubj
stinging,adj,n,strongsubj
stingingly,adj,n,strongsubj
stink,noun,n,strongsubj
stink,verb,y,strongsubj
stinking,anypos,n,strongsubj
stodgy,adj,n,strongsubj
stole,verb,n,weaksubj
stolen,adj,n,weaksubj
stolen,verb,n,weaksubj
stooge,anypos,n,strongsubj
stooges,adj,n,strongsubj
stooges,noun,n,strongsubj
storm,verb,y,weaksubj
stormy,adj,n,weaksubj
straggle,verb,y,weaksubj
straggler,noun,n,weaksubj
strain,noun,n,weaksubj
strain,verb,y,weaksubj
strained,adj,n,weaksubj
strange,adj,n,strongsubj
strange,anypos,y,strongsubj
strangely,anypos,y,strongsubj
stranger,anypos,y,strongsubj
strangest,anypos,y,strongsubj
strangle,verb,y,weaksubj
strenuous,adj,n,weaksubj
stress,noun,n,strongsubj
stress,verb,y,strongsubj
stressful,adj,n,strongsubj
stressfully,adverb,n,strongsubj
stricken,adj,n,strongsubj
strict,adj,n,strongsubj
strictly,adverb,n,strongsubj
strident,adj,n,strongsubj
stridently,adverb,n,strongsubj
strife,noun,n,strongsubj
strike,verb,y,weaksubj
stringent,adj,n,weaksubj
stringently,adverb,n,weaksubj
struck,verb,y,weaksubj
struggle,adj,n,strongsubj
struggle,noun,n,strongsubj
strut,verb,y,strongsubj
stubborn,adj,n,strongsubj
stubbornly,adverb,n,strongsubj
stubbornness,noun,n,strongsubj
stuffy,adj,n,strongsubj
stumble,anypos,y,weaksubj
stump,verb,y,weaksubj
stun,verb,y,weaksubj
stunt,noun,n,weaksubj
stunted,adj,n,weaksubj
stupid,anypos,n,strongsubj
stupidity,noun,n,strongsubj
stupidly,anypos,n,strongsubj
stupified,adj,n,strongsubj
stupify,verb,y,strongsubj
stupor,noun,n,strongsubj
sty,adj,n,strongsubj
sty,noun,n,strongsubj
subdued,adj,n,weaksubj
subjected,anypos,n,weaksubj
subjection,noun,n,weaksubj
subjugate,noun,n,strongsubj
subjugate,verb,y,strongsubj
subjugation,noun,n,strongsubj
submissive,adj,n,weaksubj
subordinate,adj,n,weaksubj
subordinate,noun,n,weaksubj
subservience,noun,n,strongsubj
subservient,adj,n,strongsubj
subside,verb,y,weaksubj
substandard,adj,n,weaksubj
subtract,verb,y,weaksubj
subversion,noun,n,weaksubj
subversive,adj,n,weaksubj
subversively,adverb,n,weaksubj
subvert,verb,y,weaksubj
succumb,verb,y,strongsubj
sucker,noun,n,strongsubj
suffer,verb,y,weaksubj
sufferer,noun,n,strongsubj
sufferers,adj,n,strongsubj
sufferers,noun,n,strongsubj
suffering,adj,n,strongsubj
suffering,noun,n,strongsubj
suffocate,verb,y,strongsubj
sugar-coat,verb,y,strongsubj
sugar-coated,anypos,n,strongsubj
sugarcoated,anypos,n,strongsubj
suicidal,adj,n,weaksubj
suicide,noun,n,weaksubj
sulk,verb,y,strongsubj
sullen,adj,n,strongsubj
sully,verb,y,strongsubj
sunder,verb,y,strongsubj
superficial,adj,n,strongsubj
superficial,noun,n,strongsubj
superficiality,noun,n,strongsubj
superficially,adverb,n,strongsubj
superfluous,adj,n,strongsubj
superiority,adj,n,strongsubj
superiority,noun,n,strongsubj
superstition,noun,n,strongsubj
superstitious,noun,n,strongsubj
supposed,anypos,y,weaksubj
suppress,verb,y,weaksubj
suppression,adj,n,weaksubj
suppression,noun,n,weaksubj
supremacy,adj,n,strongsubj
supremacy,noun,n,strongsubj
surrender,adj,n,weaksubj
surrender,noun,n,weaksubj
susceptible,adj,n,weaksubj
suspect,adj,n,weaksubj
suspect,noun,n,weaksubj
suspicion,adj,n,weaksubj
suspicion,noun,n,weaksubj
suspicions,adj,n,strongsubj
suspicions,noun,n,strongsubj
suspicious,adj,n,strongsubj
suspicious,anypos,n,strongsubj
suspicious,anypos,y,strongsubj
suspiciously,anypos,n,strongsubj
swagger,verb,y,strongsubj
swamped,anypos,n,strongsubj
swear,verb,n,strongsubj
swindle,verb,y,strongsubj
swipe,adj,n,strongsubj
swipe,noun,n,strongsubj
swoon,verb,y,weaksubj
swore,verb,n,strongsubj
sympathetic,adj,n,strongsubj
sympathetic,noun,n,strongsubj
sympathetically,anypos,n,strongsubj
sympathies,adj,n,strongsubj
sympathies,noun,n,strongsubj
sympathize,verb,y,strongsubj
sympathy,adj,n,strongsubj
sympathy,noun,n,strongsubj
symptom,noun,n,weaksubj
syndrome,adj,n,weaksubj
syndrome,noun,n,weaksubj
taboo,adj,n,strongsubj
taboo,noun,n,strongsubj
taint,verb,y,strongsubj
tainted,anypos,n,strongsubj
tamper,verb,y,weaksubj
tangled,adj,n,weaksubj
tantrum,noun,n,strongsubj
tardy,adj,n,weaksubj
tarnish,verb,y,weaksubj
tattered,anypos,n,strongsubj
taunt,noun,n,strongsubj
taunt,verb,y,strongsubj
taunting,anypos,n,strongsubj
tauntingly,anypos,n,strongsubj
taunts,noun,n,strongsubj
tawdry,adj,n,strongsubj
tease,verb,y,weaksubj
teasingly,anypos,n,strongsubj
taxing,anypos,n,weaksubj
tedious,adj,n,strongsubj
tediously,adverb,n,strongsubj
temerity,noun,n,strongsubj
temper,noun,n,strongsubj
temper,verb,y,weaksubj
tempest,noun,n,weaksubj
temptation,noun,n,strongsubj
tense,adj,n,weaksubj
tension,adj,n,weaksubj
tension,noun,n,weaksubj
tentative,adj,n,weaksubj
tentatively,adverb,n,weaksubj
tenuous,adj,n,weaksubj
tenuously,adverb,n,weaksubj
tepid,adj,n,weaksubj
terrible,adj,n,strongsubj
terrible,anypos,y,strongsubj
terribleness,noun,n,strongsubj
terribly,anypos,n,strongsubj
terror,noun,n,strongsubj
terror-genic,adj,n,strongsubj
terror-genic,noun,n,strongsubj
terrorism,noun,n,weaksubj
terrorize,verb,y,strongsubj
thankless,anypos,n,strongsubj
thirst,noun,n,strongsubj
thirst,verb,y,strongsubj
thorny,adj,n,strongsubj
thorny,noun,n,strongsubj
thoughtless,adj,n,strongsubj
thoughtlessly,anypos,n,strongsubj
thoughtlessness,noun,n,strongsubj
thrash,verb,y,weaksubj
threat,adj,n,weaksubj
threat,noun,n,weaksubj
threaten,verb,y,weaksubj
threatening,adj,n,weaksubj
threatening,noun,n,weaksubj
threats,adj,n,weaksubj
threats,noun,n,weaksubj
throttle,verb,y,strongsubj
throw,verb,y,weaksubj
thumb,verb,y,weaksubj
thumbs,adj,n,weaksubj
thumbs,noun,n,weaksubj
thwart,verb,y,strongsubj
timid,adj,n,strongsubj
timidity,noun,n,strongsubj
timidly,adverb,n,strongsubj
timidness,noun,n,strongsubj
tiny,adj,n,weaksubj
tire,verb,y,weaksubj
tired,adj,n,strongsubj
tiresome,adj,n,strongsubj
tiring,adj,n,strongsubj
tiring,noun,n,strongsubj
tiringly,anypos,n,strongsubj
toil,verb,y,strongsubj
toll,adj,n,weaksubj
toll,noun,n,weaksubj
too,anypos,y,weaksubj
topple,verb,y,weaksubj
torment,noun,n,strongsubj
torment,verb,y,strongsubj
tormented,adj,n,strongsubj
torrent,noun,n,strongsubj
torture,noun,n,weaksubj
torture,verb,y,weaksubj
tortured,adj,n,weaksubj
tortuous,adj,n,strongsubj
torturous,adj,n,strongsubj
torturously,anypos,n,strongsubj
totalitarian,adj,n,weaksubj
touchy,adj,n,strongsubj
toughness,adj,n,strongsubj
toughness,noun,n,strongsubj
toxic,adj,n,weaksubj
traduce,verb,y,strongsubj
tragedy,adj,n,weaksubj
tragedy,noun,n,weaksubj
tragic,adj,n,strongsubj
tragically,anypos,n,strongsubj
traitor,noun,n,strongsubj
traitorous,adj,n,strongsubj
traitorously,adj,n,strongsubj
traitorously,anypos,n,strongsubj
tramp,noun,n,strongsubj
trample,verb,y,strongsubj
transgress,verb,y,weaksubj
transgression,noun,n,weaksubj
trauma,adj,n,strongsubj
trauma,noun,n,strongsubj
traumatic,adj,n,strongsubj
traumatic,anypos,n,strongsubj
traumatically,anypos,n,strongsubj
traumatize,verb,y,strongsubj
traumatized,adj,n,strongsubj
travesties,noun,n,strongsubj
travesty,noun,n,strongsubj
travesty,verb,y,strongsubj
treacherous,adj,n,weaksubj
treacherously,adverb,n,weaksubj
treachery,noun,n,strongsubj
treason,noun,n,strongsubj
treasonous,adj,n,strongsubj
trial,noun,n,weaksubj
trick,adj,n,strongsubj
trick,noun,n,strongsubj
tricky,adj,n,strongsubj
tricky,noun,n,strongsubj
trickery,noun,n,strongsubj
trivial,adj,n,strongsubj
trivial,noun,n,strongsubj
trivialize,verb,y,strongsubj
trivially,anypos,n,strongsubj
trouble,adj,n,weaksubj
trouble,anypos,y,strongsubj
trouble,noun,n,weaksubj
trouble,verb,y,weaksubj
troublemaker,adj,n,strongsubj
troublemaker,noun,n,strongsubj
troublesome,adj,n,strongsubj
troublesome,anypos,n,strongsubj
troublesomely,anypos,n,strongsubj
troubling,anypos,y,strongsubj
troublingly,anypos,y,strongsubj
truant,adj,n,weaksubj
try,verb,y,weaksubj
trying,adj,n,weaksubj
tumultuous,adj,n,weaksubj
turbulent,adj,n,weaksubj
turmoil,noun,n,strongsubj
twist,noun,n,strongsubj
twist,verb,y,strongsubj
twisted,adj,n,strongsubj
twists,adj,n,weaksubj
twists,noun,n,weaksubj
tyrannical,adj,n,strongsubj
tyrannically,anypos,n,strongsubj
tyranny,noun,n,strongsubj
tyrant,noun,n,strongsubj
ugh,anypos,y,strongsubj
ugliness,adj,n,strongsubj
ugliness,noun,n,strongsubj
ugly,adj,n,strongsubj
